ID	Title	Abstract
50	Physiological and biochemical parameters of drought tolerance of some genotypes of garden roses	To identify drought resistance of the studied genotypes of garden roses during the period of maximum probability of drought on the Southern Coast of the Crimea, the water regime, proline concentration, enzyme activity and chlorophyll fluorescence induction parameters under controlled dehydration were studied. Analysis of water regime parameters showed that under conditions of water stress, the best water-holding and recovery capabilities were shown by leaves of cv. 'Borisfen' and R. hugonis species. Species R. indica, R. bracteata, R. rouletti, R. foetida showed instability of water regime under conditions imitating dry weather. Studies of changes in biochemical parameters revealed that under relatively mild wilting conditions after removal of stress, metabolic processes are restored in R. hugonis, R. bracteata, R. indica and cv. 'Borisfen'. Wilting under conditions imitating dry weather does not cause irreversible metabolic disturbances in R. hugonis, R. bracteata, and cv. 'Borisfen'. Under different wilting conditions, cv. 'Borisfen'and R. foetida species had relatively stable functioning of FS II. Simulation of dry weather led to irreversible disturbances in the oxygen-releasing complex and thylakoid destruction in R. gallica during the stressor, and in R. indica and R. bracteata species - after recovery of water availability. The highest drought tolerance is in in cv. 'Borisfen' and R. hugonis sprcies.
51	Biodegradable mulching film vs. traditional polyethylene: effects on yield and quality of San Marzano tomato fruits	Mulching is a common practice for improving crop yield and obtaining an out-of-season production, but when made using plastic materials it can bring environmental problems due to the management and the disposal of films at the end of the cropping seasons. To increase the sustainability of this practice, recently, mulching films made with biodegradable organic materials have become more widely used. Our aim was to evaluate the effect of a biodegradable mulching film on yield and qualitative traits of the San Marzano tomato fruits over two years (2014 and 2015). Two different types of mulching were tested: (i) black biodegradable film (MB12) and (ii) black low-density polyethylene (LDPE) were compared to bare soil (BS). Both mulching films elicited a 25% increase in yield, mainly due to the significantly higher number of fruits per square meter, compared to BS. Both mulching films also elicited a 9.9% increase in total soluble solids and a 57% increase in carotenoid content, while firmness showed the highest value in BS fruits. MB12 determined the highest value of the Hunter color ratio a/b of tomato fruits, followed by LDPE, while the lowest value was recorded in BS fruits. Both mulching films elicited an increase of 9.6%, 26.0%, and 11.7% for flavonoids, polyphenols, and AsA, respectively. In 2014, the MB12 degradation started at 71 days after transplant (DAT); in 2015, at 104 DAT. Therefore, replacing polyethylene with biodegradable film would seem to be an agronomically efficient and environmentally sustainable practice.
52	Patterns of copper bioaccumulation and translocation in grapevine grafts depending on rootstocks	The long-term use of copper (Cu) fungicides in viticulture in Europe has led to Cu accumulation in vineyard top soils. However, less is known about the accumulation of Cu in grapevine grafts after the callusing process/before planting in the nursery. This paper presents the capacity of 5BB and SO4 rootstocks to accumulate Cu, as well as the patterns of translocation in the grafts. After heat forcing (callusing), the grapevine grafts of Sauvignon Blanc on 5BB and SO4 rootstocks were grown in pots for six months in a glasshouse and exposed to various Cu formulations (Cu-oxychloride, Cu-gluconate) and concentrations in peat (50, 150, 500, and 1000 mg Cu of dry weight (DW)). In addition to monitoring the shoot growth dynamics and analyzing the copper content in graft organs, bioaccumulation (BAFs) and translocation factors (TFs) of Cu were calculated. The mean Cu concentrations were ranked as follows: roots (15-164) > rootstock trunks (8-38) > canes (5-21) mg kg<sup>-1</sup> DW. The Cu concentrations depended on the Cu formulation and concentration in the substrate. Higher Cu content was found in the roots of both rootstocks (5BB and SO4, 23-155 and 15-164 mg kg<sup>-1</sup> DW, respectively) and the lowest in the canes (less than 10 mg kg<sup>-1</sup> DW) of grafts grown in Cu-oxychloride-treated peat. Based on the BAFs and TFs, both rootstocks could be considered as Cu exclusive. A higher translocation rate was determined in systemic Cu-gluconate and SO4 rootstock. With shoot length measurements, the significant inhibitory effects of Cu on grapevine grafts growth could not be confirmed, despite the inhibitory effects that were clearly expressed in the first two months of growth. Soils containing more than 500 mg Cu/kg<sup>-1</sup> are less suitable for growing vine grafts.
53	Analysis regarding the organization, establishment, maintenance and harvesting of sea bunckthorn in plantation	Romania brings its contribution to the European Union through a valuable heritage, with numerous species of plants and animals, some endemic and relict, among them medicinal plants and those with high nutritional value. Romania's geographical position and climate have always offered special conditions for favourable for the culture of fruit trees and shrubs. Around towns, in familiar gardens, in small spaces around buildings, on walls and trellises, the cultivation of various species of trees and shrubs is a leisure occupation and a source of fruit supply. Fruit trees and shrubs in parks, around houses, on roads and alignments, in addition to aesthetics and fruit production, contribute to improving the climate, preventing and combating environmental pollution. Hippophae rhamnoides-Sea buckthorn is a shrub of particular importance, found both in spontaneous flora and in controlled cultures. In Romania, sea buckthorn grows spontaneously in the Subcarpathian area of Moldova and Muntenia. Depending on the place where it is planted, sea buckthorn can grow as a shrub or tree at a height of 1.5 m to 3.5 m, or even more. In arid areas it can become creeping, being an adaptation to environmental conditions. Sea buckthorn is used in food, medicine, animal feed and forestry. Used in agriculture, buckthorn has a very important role in increasing the winter resistance of bees. From a nutritional point of view, sea buckthorn has a high content of minerals, vitamins, oils, acids and unsaturated fats, present in the fruits and leaves. Sea buckthorn fruits have a high content of vitamin E, C and carotenoids with strong oxidative action, which slow down aging. Sea buckthorn oil relieves light medication, heals wounds and skin lesions, burns and speeds up the healing process Considering the special valences in maintaining health and treating some ailments, we must take care of this natural wealth of Romania - buckhorn, and we must not consider it inexhaustible, in order not to disappear especially from the spontaneous flora before our eyes.
54	Reciprocal bark exchange helps to disentangle tree species-dependent bark and wood trait effects on invertebrate diversity	Previous studies showed that bark cover at early-decay stage had profound control on the invertebrate assemblages of bark and wood, with possible consequence for the decomposition process. However, previous experimental designs could not disentangle how bark versus wood traits affect the invertebrate assemblage process in bark and/or wood separately because wood traits of different tree species may vary independently from bark traits. Furthermore, we do not know whether such tree species-specific bark trait effects are still influential at mid-decay stage. To unravel whether and how bark and wood traits influence invertebrate communities in tree logs at mid-decay stage, we introduce reciprocal bark transplantation within pairs of different tree species as a new method. We applied this method to two pairs of phylogenetically contrasting species of gymnosperms (pair I: Araucaria araucana and Cryptomeria japonica, pair II: Picea abies and Thuja plicata) and another gymnosperm (Chamaecyparis lawsoniana) set as disturbance control to test for potential bark manipulation artefacts on invertebrate community composition. Our bark exchange experiment revealed that both bark and wood host abundant and divergent subsets of invertebrates on mid-decay logs of different tree species. We further documented that the invertebrate community composition was predominantly shaped by the traits of host tissue per se, while also being significantly but less strongly affected by the traits of the other tissue, that is, the adjacent bark or wood. Our results indicated that bark trait effects faded with time and how long bark trait effects persist greatly depends on bark thickness. Synthesis. Our study suggests that maintaining deadwood heterogeneity related to variation between tree species and bark versus wood, is important for nursing a large biodiversity of invertebrates. Combined with bark removal methodology, our bark exchange method can be further extended to more decay stages and more forest biomes to track bark trait effects and bark induced priority effects on deadwood decomposition, and its associated invertebrate and microbial communities.
55	Basic chemical composition, antioxidant activity and selected polyphenolic compounds profile in garlic leaves and bulbs collected at various stages of development	Garlic is commonly used as vegetable or spice and as a herb in folklore as well as traditional medicine in many countries. The current study aimed to compare the chemical composition, antioxidant activity, and the content of selected polyphenolic compounds in cloves as well as leaves of winter garlic plants of the Harnas and Ornak cultivars, which are of Polish origin. Garlic was grown from cloves for three years (2018-2020) in the experimental field of the University of Agriculture in Krakow, Poland. The research material was harvested on three dates: May; June, unripe garlic plants; and in July, the plant at full maturity. The content of vitamin C in the fresh material was determined. The proximate analysis was determined in the freeze-dried plants of garlic, and the total carbohydrate content was calculated. The antioxidant activity and the content of selected polyphenolic compounds were also determined. Garlic cloves showed a higher content of dry matter, and total carbohydrates than the leaves of garlic plants. On the other hand, in the leaves, a significantly higher content of protein, total fat and ash were observed. Additionally, garlic leaves were characterised by a higher content of vitamin C, total polyphenols, and a higher antioxidant activity than garlic cloves. The leaves of young garlic plants from the May harvest were distinguished by a higher content of these compounds. The dominant phenolic compounds were catechin and epicatechin. The leaves of young plants can be a valuable source of bioactive substances, especially in early spring.
56	No evidence for seed transmission of tomato yellow leaf curl Sardinia virus in tomato	Seed transmission is an important factor in the epidemiology of plant pathogens. Geminiviruses are serious pests spread in tropical and subtropical regions. They are transmitted by hemipteran insects, but a few cases of transmission through seeds were recently reported. Here, we investigated the tomato seed transmissibility of the begomovirus tomato yellow leaf curl Sardinia virus (TYLCSV), one of the agents inducing the tomato yellow leaf curl disease, heavily affecting tomato crops in the Mediterranean area. None of the 180 seedlings originating from TYLCSV-infected plants showed any phenotypic alteration typical of virus infection. Moreover, whole viral genomic molecules could not be detected in their cotyledons and true leaves, neither by membrane hybridization nor by rolling-circle amplification followed by PCR, indicating that TYLCSV is not a seed-transmissible pathogen for tomato. Examining the localization of TYLCSV DNA in progenitor plants, we detected the virus genome by PCR in all vegetative and reproductive tissues, but viral genomic and replicative forms were found only in leaves, flowers and fruit flesh, not in seeds and embryos. Closer investigations allowed us to discover for the first time that these embryos were superficially contaminated by TYLCSV DNA but whole genomic molecules were not detectable. Therefore, the inability of TYLCSV genomic molecules to colonize tomato embryos during infection justifies the lack of seed transmissibility observed in this host.
57	Improving field establishment and yield in seed propagated Miscanthus through manipulating plug size, sowing date and seedling age	Biomass crops provide significant potential to substitute for fossil fuels and mitigate against climate change. It is widely acknowledged that significant scale up of biomass crops is required to help reach net zero targets. Miscanthus is a leading biomass crop embodying many characteristics that make it a highly sustainable source of biomass but planted area remains low. Miscanthus is commonly propagated via rhizome, but efficient alternatives may increase uptake and help diversify the cultivated crop. Using seed-propagate plug plants of Miscanthus has several potential benefits such as improving propagation rates and scale up of plantations. Plugs also provide an opportunity to vary the time and conditions under protected growth, to achieve optimal plantlets before planting. We varied combinations of glasshouse growth period and field planting dates under UK temperate conditions, which demonstrated the special importance of planting date on yield, stem number and establishment rates of Miscanthus. We also propagated Miscanthus in four different commercial plug designs that contained different volumes of substrate, the resulting seedlings were planted at three different dates into field trials. In the glasshouse, plug design had significant effects on above and belowground biomass accumulation and at a later time point belowground growth was restricted in some plug designs. After subsequent growth in the field, plug design and planting date had a significant effect on yield. The effects of plug design on yield were no longer significant after a second growth season but planting date continued to have a significant effect. After the second growth year, it was found that planting date had a significant effect on surviving plants, with the mid-season planting producing higher survival rates over all plug types. Establishment was positively correlated with DM biomass produced in the first growth season. Sowing date had a significant effect on establishment but the impacts of plug design were more nuanced and were significant at later planting dates. We discuss the potential to use the flexibility afforded by seed propagation of plug plants to deliver significant impacts in achieving high yield and establishment of biomass crops during the critical first two years of growth.
58	Experimental thermocline deepening highlights the resilience of the seagrass Posidonia oceanica: an opportunity to investigate shoot adaptability	The deepening of the thermocline, correlated to the rising temperature, can contribute affecting seagrass performance in a changing climate scenario. Here, the effect of the thermocline deepening on the seagrass Posidonia oceanica has been investigated in Cyprus through a manipulative experiment that allowed also testing the effects of the irradiance, origin depth and translocation. P. oceanica shoots were collected from 31 m of depth and transplanted at 12 m under a shading net, simulating the 31 m light conditions. Morphology (i.e. leaf area, leaf necrosis, number of leaves) and physiology (i.e. growth rate) were evaluated. Thermocline and origin depth effects were found with an increase of leaf necrosis, while a translocation effect was highlighted by a decrease in leaf area. No differences in shoot growth rate due to treatments were found. This experiment indicated an overall wide morphological and physiological acclimation of P. oceanica cuttings in coping with future thermocline conditions and it indirectly provides information for restoration efforts.
59	Three active phytotoxic compounds from the leaves of Albizia richardiana (Voigt.) king and prain for the development of bioherbicides to control weeds	The global population is increasing day by day. To meet the food demand for such a huge number of people, crop production must increase without damaging the environment, and to prevent synthetic chemical herbicides from polluting the environment, controlling weeds using bioherbicides is essential. Accordingly, using phytotoxic substances obtained from plants for biological weed management has attracted attention. The plant Albizia richardiana possesses phytotoxic compounds that have been previously recorded. Hence, we have conducted this research to characterize more phytotoxic compounds in Albizia richardiana. Aqueous methanolic extracts of Albizia richardiana plant significantly restricted the growth of the examined plants lettuce and Italian ryegrass in a species- and concentration-dependent manner. Three active phytotoxic compounds were isolated through various chromatographic methods and identified as compound 1, 2, and 3. Compound 3 exhibited stronger phytotoxic potentials than the other two compounds and significantly suppressed the growth of Lepidium sativum (cress). The concentration of the compounds required for 50% growth reduction (I<sub>50</sub> value) of the Lepidium sativum seedlings ranged between 0.0827 to 0.4133 mg/mL. The results suggest that these three phytotoxic compounds might contribute to the allelopathic potential of Albizia richardiana.
60	Multispecies crop mixtures increase insect biodiversity in an intercropping experiment	Recent biodiversity declines require action across sectors such as agriculture. The situation is particularly acute for arthropods, a species-rich taxon providing important ecosystem services. To counteract the negative consequences of agricultural intensification, creating a less hostile agricultural 'matrix' through growing crop mixtures can reduce harm for arthropods without yield losses. While grassland biodiversity experiments showed positive plant biodiversity effects on arthropods, experiments manipulating crop diversity and agrochemical input used to study arthropods are lacking. Here, we experimentally manipulated crop diversity (1-3 species, fallows), crop species (wheat, faba bean, linseed and oilseed rape) and agrochemical input (high vs. low) and studied responses of arthropod biodiversity. We tested whether arthropod responses were affected by crop diversity, mixtures and management. Additionally, we measured crop biomass. Crop biomass increased with crop diversity under high-input management, while under low management intensity, biomass was highest in two-species mixtures. Increasing crop diversity positively affected arthropod abundance and diversity, under both low- and high-input management. Crop mixtures containing faba bean, linseed or oilseed rape had particularly high arthropod diversity. Mass-flowering crops attracted more arthropods than legumes or cereals. Integrating intercropping into agricultural systems could increase flower visits by insects up to 1.5 million per hectare, thus likely also supporting pollination and pest-control ecosystem services. Flower visitor network complexity increased in mixtures containing linseed and faba bean and under low-input management. Intercropping can counteract insect declines in farmland by creating beneficial matrix habitat without compromising crop yield.
61	Microbiological indication of soils in forest plantations of the Shirinskaya steppe	To control soil degradation and desertification, sustainable long-term protective forest plantations that perform water and soil protection functions are commonly used on the erosion-prone lands of steppe ecosystems. In the Shirinskaya dry lake-basin steppe (Khakassia) in the coastal zone of Lake Shira, the staff of the Sukachev Institute of Forest, Siberian Branch, Russian Academy of Sciences, has created artificial plantings of forest cultures (Pinus sylvestris L., Larix sibirica L., and Ulmus humilis L.) and provenance trials (P. sibirica Du Tour and P. sylvestris). A wildfire damaged the coastal 40-year-old forest cultures in 2015; the surface soil layer was burnt out. Agrotechnical soil cultivation for planting provenance trials (2017) and wildfire in forest cultures affected the state of soil microbiomes. The aim of the research is to assess the rate of recovery and formation of biological soil properties in forest plantations after disturbances (wildfire and agrotechnical influences) in the coastal dry-steppe zone of Lake Shira using microbiological indicators. The research objects are the Burnt Areas (postfire and postconflagration areas) and Provenance Trial Plantation sites. The use of microbial indicators shows that the soil microbiomes on the burnt sites are restored with different intensities. The recovery of soil microbiomes on the postfire sites is much faster than in the postconflagration sites, as is evidenced by the high values of the total number of microorganisms (TNM), microbial biomass (MB), enzymatic activity (EA), and humification coefficient (C<sub>h</sub>), which are close to the control values. Specific microbial respiration (qCO<sub>2</sub>) is within the range of natural variability. The burnt soil is characterized by an increased proportion of hydrolytic microorganisms actively participating in the decomposition of half-burnt plant residues. On the provenance trial sites under the pine seedlings, specific rhizosphere microbiomes are forming due to the influence of the root exudates of climatypes. The values of TNM, ETGM, MB, EA, and qCO<sub>2</sub> change either upwards or downwards; the state of microbial communities has not reached its ecophysiological norm.
62	Functional analysis of the P-type ATPases Apt2-4 from Cryptococcus neoformans by heterologous expression in Saccharomyces cerevisiae	Lipid flippases of the P4-ATPase family actively transport phospholipids across cell membranes, an activity essential for key cellular processes such as vesicle budding and membrane trafficking. Members of this transporter family have also been implicated in the development of drug resistance in fungi. The encapsulated fungal pathogen Cryptococcus neoformans contains four P4-ATPases, among which Apt2-4p are poorly characterized. Using heterologous expression in the flippase-deficient S. cerevisiae strain dnf1dnf2drs2, we tested their lipid flippase activity in comparison to Apt1p using complementation tests and fluorescent lipid uptake assays. Apt2p and Apt3p required the co-expression of the C. neoformans Cdc50 protein for activity. Apt2p/Cdc50p displayed a narrow substrate specificity, limited to phosphatidylethanolamine and -choline. Despite its inability to transport fluorescent lipids, the Apt3p/Cdc50p complex still rescued the cold-sensitive phenotype of dnf1dnf2drs2, suggesting a functional role for the flippase in the secretory pathway. Apt4p, the closest homolog to Saccharomyces Neo1p, which does not require a Cdc50 protein, was unable to complement several flippase-deficient mutant phenotypes, neither in the presence nor absence of a beta-subunit. These results identify C. neoformans Cdc50 as an essential subunit for Apt1-3p and provide a first insight into the molecular mechanisms underlying their physiological functions.
63	Formation of seed potato yield depending on the elements of cultivation technology	It is possible to realise the maximum genetic potential of modern potato varieties by improving the elements of agricultural technology, in particular, optimising plant nutrition, which determines the relevance of this study. The purpose of the study was to substantiate the specific features of potato productivity formation depending on the elements of growing technology in Forest-Steppe conditions. Field studies were conducted during 2019-2021 on chernozem soils. The features of growth and development of potato varieties of various ripeness groups Laperla, Granada, and Memphis in Forest-Steppe conditions are examined. It is established that the yield of potato seed tubers of the varieties under study varies depending on the dose and method of fertilisation, the fraction of planting tubers, and varietal characteristics. The highest indicators of individual productivity of potato plants of the Laperla, Granada, and Memphis varieties were formed when locally applied in rows N45R45K45 against the background of semi-rotted manure, phosphorus-potassium fertiliser, and the use of seed tubers with a fraction of >60 mm. As a result of the action of the factors under study, the number of stems in the bush and under it increased. A strong direct correlation was established between the number of stems in the bush and the number of tubers (r=0.78), with a coefficient of determination of 61.0%. The maximum yield of potato tubers of the examined potato varieties (29.7-41.1 t/ha) was obtained by local application of N45R45K45 against the background of semi-rotted manure and phosphorus-potassium fertiliser, depending on the size of seed tubers by the largest transverse diameter. It was identified that the use of tubers with a fraction of >60 mm for planting the potato varieties under study is irrational since the consumption of seed material exceeds the yield growth indicators. It was determined that Laperla, Granada, and Memphis tubers with a fraction of 28-60 mm are optimal for planting potato varieties of different ripeness groups. The research results can be used to adjust the elements of agricultural technology of seed potatoes, obtain high-quality planting material, and conduct profitable agribusiness.
64	Low-density polyethylene film biodegradation potential by fungal species from Thailand	Accumulated plastic waste in the environment is a serious problem that poses an ecological threat. Plastic waste has been reduced by initiating and applying different alternative methods from several perspectives, including fungal treatment. Biodegradation of 30 fungi from Thailand were screened in mineral salt medium agar containing low-density polyethylene (LDPE) films. Diaporthe italiana, Thyrostroma jaczewskii, Collectotrichum fructicola, and Stagonosporopsis citrulli were found to grow significantly by culturing with LDPE film as the only sole carbon source compared to those obtained from Aspergillus niger. These fungi were further cultured in mineral salt medium broth containing LDPE film as the sole carbon source for 90 days. The biodegradation ability of these fungi was evaluated from the amount of CO<sub>2</sub> and enzyme production. Different amounts of CO<sub>2</sub> were released from D. italiana, T. jaczewskii, C. fructicola, S. citrulli, and A. niger culturing with LDPE film, ranging from 0.45 to 1.45, 0.36 to 1.22, 0.45 to 1.45, 0.33 to 1.26, and 0.37 to 1.27 g/L, respectively. These fungi were able to secrete a large amount of laccase enzyme compared to manganese peroxidase, and lignin peroxidase enzymes detected under the same conditions. The degradation of LDPE films by culturing with these fungi was further determined. LDPE films cultured with D. italiana, T. jaczewskii, C. fructicola, S. citrulli, and A. niger showed weight loss of 43.90%, 46.34%, 48.78%, 45.12%, and 28.78%, respectively. The tensile strength of LDPE films cultured with D. italiana, T. jaczewskii, C. fructicola, S. citrulli, and A. niger also reduced significantly by 1.56, 1.78, 0.43, 1.86, and 3.34 MPa, respectively. The results from Fourier transform infrared spectroscopy (FTIR) reveal an increasing carbonyl index in LDPE films culturing with these fungi, especially C. fructicola. Analysis of LDPE films using scanning electron microscopy (SEM) confirmed the biodegradation by the presence of morphological changes such as cracks, scions, and holes on the surface of the film. The volatile organic compounds (VOCs) emitted from LDPE films cultured with these fungi were analyzed by gas chromatography-mass spectrometry (GC-MS). VOCs such as 1,3-dimethoxy-benzene, 1,3-dimethoxy-5-(1-methylethyl)-benzene, and 1,1-dimethoxy-decane were detected among these fungi. Overall, these fungi have the ability to break down and consume the LDPE film. The fungus C. fructicola is a promising resource for the biodegradation of LDPE which may be further applied in plastic degradation systems based on fungi.
65	Bot gummosis of lemon (Citrus x limon) caused by Neofusicoccum parvum	Neofusicoccum parvum, in the family Botryosphaeriaceae, was identified as the causal agent of bot gummosis of lemon (Citrus x limon) trees, in the two major lemon-producing regions in Italy. Gummy cankers on trunk and scaffold branches of mature trees were the most typical disease symptoms. Neofusicoccum parvum was the sole fungus constantly and consistently isolated from the canker bark of symptomatic lemon trees. It was identified on the basis of morphological characters and the phylogenetic analysis of three loci, i.e., the internal transcribed spacer of nuclear ribosomal DNA (ITS) as well as the translation elongation factor 1-alpha (TEF1) and beta-tubulin (TUB2) genes. The pathogenicity of N. parvum was demonstrated by wound inoculating two lemon cultivars, 'Femminello 2kr' and 'Monachello', as well as citrange (C. sinensis x Poncirus trifoliata) 'Carrizo' rootstock. In artificial inoculations, the fungus was very aggressive on lemons and weakly virulent on citrange, consistently with symptoms observed in the field as a consequence of natural infections. This is the first report of N. parvum, both in a wide and in a strict taxonomic sense, as a pathogen of lemon in Italy.
66	Low efficacy of Isaria fumosorosea against box tree moth Cydalima perspectalis: are host plant phytochemicals involved in herbivore defence against fungal pathogens?	Buxus sp. is an important native and ornamental tree in Europe threatened by a serious invasive pest Cydalima perspectalis. The larvae of this moth are able to defoliate box trees and cause their death. The development of novel biopesticides targeting this pest might help protect Buxus trees grown wildly or in city parks. Laboratory experiments were conducted to assess the efficacy of entomopathogenic fungus Isaria fumosorosea strain CCM 8367 against C. perspectalis. The last-instar larvae of the box tree moth were treated by the suspension of fungus conidia at concentrations ranging from 1 x 10<sup>4</sup> to 1 x 10<sup>8</sup> spores per 1 mL. Fungus infection was observed mostly in pupae, but the maximum mortality did not exceed 60%, indicating a very low susceptibility of C. perspectalis to I. fumosorosea. Furthermore, a number of ungerminated fungal conidia were found on larval cuticles using a low-temperature scanning electron microscopy. Our data also reveal that the hydroalcoholic extract from B. sempervirens leaves significantly inhibits both the germination of I. fumosorosea conidia and fungus growth. It can be speculated that the strain CCM 8367 of I. fumosorosea is not a potent biocontrol agent against C. perspectalis and low virulence of the fungus might be due to the accumulation of host plant phytochemicals having antimicrobial activity in larval cuticle of the pest.
67	Defaunation changes leaf trait composition of recruit communities in tropical forests in French Guiana	Hunting impacts tropical vertebrate populations, causing declines of species that function as seed dispersers and predators, or that browse seedlings and saplings. Whether and how the resulting reductions in seed dispersal, seed predation, and browsing translate to changes in the tree composition is poorly understood. Here, we assess the effect of defaunation on the functional composition of communities of tree recruits in tropical rainforests in French Guiana. We selected eight sites along a gradient of defaunation, caused by differences in hunting pressure, in otherwise intact old-growth forests in French Guiana. We measured shifts in functional composition by comparing leaf and fruit traits and wood density between tree recruits (up to 5 cm diameter at breast height) and adults, and tested whether and how these compositional shifts related to defaunation. We found a positive relationship with defaunation for shifts in specific leaf area, a negative relationship for shifts of leaf toughness and wood density, and a weak relationship for shifts in fruit traits. Our results suggest that the loss of vertebrates affects ecological processes such as seed dispersal and browsing, of which browsing remains understudied. Even though these changes sometimes seem minor, together they result in major shifts in forest composition. These changes have long-term ramifications that may alter forest dynamics for generations.
68	Disentangling the effects of biomass and productivity in plant competition	The relationship between competition and productivity in plant communities is unclear, and this is likely to be due to (1) a confusion in the literature between productivity and biomass, (2) the lack of studies assessing variation in competition in all combinations of biomass and productivity. We assessed the outcome of plant-plant interactions by removing the neighbors around five focal species in 14 herbaceous communities with contrasting biomasses and productivities: meadows with high biomass and productivity, heathlands with high biomass and low productivity, understory communities of deciduous forests with low biomass and high productivity and calcareous grasslands with low biomass and low productivity. Competition intensity was quantified with the relative interaction index (RII) calculated for both survival and growth of the transplanted targets assessed with the increase in leaf number. To examine which traits better explain variation in competition and what drives variation in diversity, we also quantified litter decomposition rate, species composition and diversity and six morphological traits related to plant size and growth rate for eight dominant species of each community. Our main questions were: (1) Is competition mostly related to biomass or productivity? (2) Which traits of the community dominants better explain variation in competition? (3) Is variation in competition and related traits correlated with variation in diversity? Competition for survival significantly increased with increasing community biomass (but not productivity). In addition, competition for survival increased with the size traits and competitive effects of the dominant species of the communities, whereas diversity decreased. Competition for growth also increased with increasing productivity, but only for high-biomass communities. Additionally, the increase in competition for growth with increasing soil fertility, as measured with litter decomposition rate, was only due to an increase in target growth in plots without neighbors and was unrelated to community competitive effects and species diversity. The results of our study illustrate how the confusion between productivity and biomass could have contributed to the long-standing debate on variation in competition along productivity gradients and its consequence for diversity.
69	Adding fish waste to the diet of Iceland scallop Chlamys islandica: effects on feeding and reproductive ability	Organic enrichment from fish farming may impact benthic species and habitats in adjacent areas. Norwegian salmon farming is continuously growing, but, due to area conflicts and severe sea-lice problems in the western areas, growth of the industry is focused in the northern areas. Knowledge is scarce on how an increase in fish farming will impact Arctic and subarctic species and habitats. One such species is the Iceland scallop Chlamys islandica, distributed from the Lofoten Islands in Nordland County to the Varangerfjord in Troms and Finnmark County. To study the impact of fine-particle fish faeces on feeding and reproductive ability in adult Iceland scallop, particles < 41 m of finfish waste were added to the diet. Effects were tested via shortterm (weeks) feeding studies using 2 diets, 100% cultured algal species and a 50% mix of algae and fish waste. In addition, a 100% fish waste diet was used to study longer-term effects on reproductive ability (months). Feeding (% particle clearance and feeding rate) on the microalgae diet tended to be higher than that on the diet containing fish waste, but the difference was significant only in 2 out of 4 cases. We did not find any effect of diets on reproductive ability (gonad development and fatty acid profiles) of scallops. Lack of knowledge on sufficient food levels for gonad maturation in this species may have affected the results. We suggest that future work includes the transplant of scallops from a reference site to fish production sites and that investigations begin immediately after spawning early in scallop gonad development.
70	Chemical composition of tissues of Syringa vulgaris L. and soil features in abandoned cemeteries	Abandoned anthropogenic sites are transformed when they come into use. In the present study, such objects were abandoned Evangelical cemeteries located in the Land of the Great Mazurian Lakes (northern Poland). This study aims to compare the concentrations of selected major (Ca, Na, Mg, Al, Fe) and potentially toxic elements (Zn, Cd, Pb) in the roots, leaves, and branches of Syringa vulgaris and buried necrosols and unburied soils in which this species grows. The soils analysed differ in their profile structure; in the case of burial necrosols, anthropogenic layers are present, while Brunic Arenosol has a natural horizon arrangement. Regarding pH, the soils analysed are characterised in the weakly acidic (6.6-6.8) to alkaline (7.2-8.6) range, both in KCl and H<sub>2</sub>O. Total phosphorus has high values in the humus and anthropogenic horizons, especially at coffin sites (Rudowka Mala: layer of Ccoffin - 759 mg.kg<sup>-1</sup>; Szymonka - 844 mg.kg<sup>-1</sup>). Necrosols are characterised by a slightly higher variation in major element content than soils outside the burial area. The highest elemental content in Syringa vulgaris is accumulated in leaves and roots. Potassium (K) has the highest content in the studied tissues, and cadmium (Cd) is the lowest. The study showed no significant differences in heavy metal accumulation for plants directly associated with necrosols and soils formed outside of burials, which is confirmed by analyses of environmental indicators. The study showed that plant chemistry is more influenced by the soil substrate and soil-forming process than the soil anthropogenisation associated with burials. There was no significant effect of burials on the chemical composition of individual parts of Syringa vulgaris.
71	Application of real-time PCR for the detection and quantification of oomycetes in ornamental nursery stock	Numerous Phytophthora and Pythium disease outbreaks have occurred in Europe following inadvertent introduction of contaminated ornamental plants. Detection and identification of pathogens are crucial to reduce risks and improve plant biosecurity in Europe and globally. Oomycete diversity present in roots and compost was determined in 99 hardy woody plants bought from nurseries, retailers and internet sellers, using both isolations and molecular analyses. Oomycete DNA was quantified using real-time PCR of environmental DNA from the plants using three loci: ITS, trnM-trnP-trnM and atp9-nad9. At least one oomycete species was isolated from 89.9% of plants using classical techniques. In total, 10 Phytophthora spp., 17 Pythium spp. and 5 Phytopythium spp. were isolated. Oomycetes were isolated from 86% of asymptomatic plants, but real-time PCR demonstrated that oomycetes were associated with all plants tested. More oomycete DNA occurred in composts in comparison with roots and filters from baiting water (a mean of 7.91 ng g<sup>-1</sup>, 6.55 x 10<sup>-1</sup> ng g<sup>-1</sup> and 5.62 x 10<sup>-1</sup> ng g<sup>-1</sup> of oomycete DNA detected in compost with ITS, trnM and atp9 probes, respectively); the ITS probe detected the highest quantities of oomycete DNA. No significant differences were found in quantities of oomycete DNA detected using real-time PCR in plants purchased online or from traditional retailers.
